Frame;Time_s;Fx_N;Fy_N;Fz_N;Mx_Nm;My_Nm;Mz_Nm;COPx_mm;COPy_mm
6158;6.157;-4.947;3.072;781.476;-0.1102;0.0599;0.0059;9.852;4.061
6159;6.158;-8.532;-0.215;780.74;-0.157;-0.0049;0.0026;-0.486;2.833
6160;6.159;-6.331;0.449;785.573;-0.1143;-0.0021;-0.0064;3.61;6.686
6161;6.16;-13.444;4.823;780.348;-0.2615;0.0974;-0.0021;11.312;11.254
6162;6.161;-8.527;3.198;781.15;-0.1684;0.064;0.007;0.91;2.241
6163;6.162;-1.445;2.348;777.187;-0.0206;0.0569;-0.0065;2.596;-2.373
6164;6.163;-3.432;1.146;780.101;-0.0668;0.0266;0.0094;6.395;-1.946
6165;6.164;-3.869;0.436;787.827;-0.0589;0.0277;0.0018;6.87;-1.13
6166;6.165;-5.256;2.272;764.028;-0.0954;0.0453;-0.0069;-2.134;-1.211
6167;6.166;-7.548;5.149;776.545;-0.1376;0.1035;0.0008;1.919;2.387
6168;6.167;-7.268;0.894;775.201;-0.1474;0.0088;0.0022;-1.157;-5.191
6169;6.168;-5.758;3.473;768.778;-0.0958;0.0616;-0.0071;4.885;-2.846
6170;6.169;-4.235;0.517;769.895;-0.068;0.0023;0.0004;0.196;-2.288
6171;6.17;-0.897;-0.056;781.382;-0.013;-0.0227;-0.0002;-9.027;0.644
6172;6.171;-8.477;-0.182;768.675;-0.1688;-0.0007;0.0068;-2.33;0.665
6173;6.172;-2.44;2.387;764.177;-0.0516;0.0625;0.0022;-2.539;0.382
6174;6.173;-6.05;3.794;786.448;-0.1291;0.073;0.0038;6.192;3.922
6175;6.174;-7.992;-1.371;758.284;-0.1491;-0.0355;-0.0057;4.755;0.207
6176;6.175;-2.606;1.667;777.027;-0.033;0.0274;-0.0041;1.517;1.388
6177;6.176;-4.072;2.464;775.856;-0.0945;0.0631;0.0049;-2.028;-1.479
6178;6.177;-1.499;-3.206;769.045;-0.0328;-0.0484;-0.0019;-0.678;-5.013
6179;6.178;-5.612;3.676;758.71;-0.1122;0.0545;0.0064;8.494;-4.177
6180;6.179;1.849;-0.622;765.621;0.04;-0.0266;0.0005;-1.106;-1.154
6181;6.18;-5.149;0.445;763.909;-0.1148;0.0128;0.0018;-6.902;7.857
6182;6.181;-4.391;0.942;781.285;-0.0861;0.0342;0.0053;-6.624;9.074
6183;6.182;-1.803;-1.49;758.923;-0.0173;-0.0382;-0.0032;7.368;-4.358
6184;6.183;-5.911;0.863;763.782;-0.1089;0.0316;0.002;-1.719;-2.169
6185;6.184;-2.765;-0.061;767.643;-0.0582;-0.0023;-0.0012;6.9;-0.917
6186;6.185;-3.793;1.366;766.963;-0.0846;0.0237;-0.0058;-2.853;3.728
6187;6.186;-6.316;4.591;754.098;-0.1263;0.0892;0.0001;1.777;0.7
6188;6.187;-3.644;2.38;771.292;-0.0805;0.0299;0.0124;1.751;-11.468
6189;6.188;-2.733;3.39;760.183;-0.0575;0.082;-0.0057;3.182;-7.62
6190;6.189;-2.476;-3.419;751.218;-0.0393;-0.0785;0.0042;-0.616;-4.055
6191;6.19;-4.299;1.049;766.246;-0.0761;0.0029;0.008;-1.874;-4.585
6192;6.191;-3.768;1.607;766.613;-0.0749;0.0386;0.0019;11.491;7.519
6193;6.192;1.701;-0.87;761.276;0.0251;-0.0176;0.0059;-1.343;0.1
6194;6.193;-5.424;4.368;770.472;-0.1133;0.1074;0.0053;1.674;-1.382
6195;6.194;-7.11;-3.96;756.422;-0.1204;-0.0911;0.0012;-2.461;10.431
6196;6.195;-1.269;-1.946;755.604;-0.0349;-0.0385;-0.0093;0.211;2.066
6197;6.196;-5.223;0.401;745.805;-0.092;0.0266;0.0008;7.722;-5.365
6198;6.197;-2.517;-3.039;752.617;-0.051;-0.0737;0.0059;2.533;-4.352
6199;6.198;-5.84;-2.61;760.971;-0.1134;-0.0518;-0.0007;-5.244;-5.969
6200;6.199;-3.692;-2.206;739.367;-0.079;-0.0508;0.0023;-9.333;3.599
6201;6.2;-4.238;-1.46;751.33;-0.0826;-0.0247;0.0057;8.36;3.785
6202;6.201;-2.958;-1.454;748.177;-0.0607;-0.0333;0.0023;-7.357;4.671
6203;6.202;-5.308;-7.755;742.87;-0.0967;-0.1484;-0.0052;-3.227;0.732
6204;6.203;-5.094;-1.368;747.329;-0.0883;-0.0314;-0.0041;1.144;4.052
6205;6.204;0.307;2.072;740.087;0.0124;0.0221;-0.0048;-5.94;-1.113
6206;6.205;-1.241;-2.829;747.028;-0.0317;-0.0743;0.0036;2.298;5.967
6207;6.206;-1.224;-2.044;748.502;-0.0314;-0.0473;0.0049;0.731;1.909
6208;6.207;-6.571;-1.061;739.184;-0.1147;-0.022;-0.0013;-1.205;-1.266
6209;6.208;-4.472;-1.742;753.086;-0.0986;-0.0222;0.0034;-1.947;2.278
6210;6.209;-2.994;-1.897;733.664;-0.0644;-0.0387;-0.0049;3.726;-12.447
6211;6.21;-0.275;0.081;742.363;-0.0026;0.0028;0.0007;-2.008;3.02
6212;6.211;-2.263;0.466;730.979;-0.0539;-0.0053;0.0066;-4.329;-3.331
6213;6.212;-2.084;-3.263;735.031;-0.0493;-0.0756;-0.0015;-2.519;-2.963
6214;6.213;-6.023;-4.008;743.49;-0.1356;-0.0962;0.0069;-8.496;-1.263
6215;6.214;-1.052;-1.24;728.061;-0.0282;-0.0475;-0.0005;-1.645;-1.217
6216;6.215;-2.427;-1.001;750.789;-0.0549;-0.0139;0.0025;-0.804;-1.568
6217;6.216;-4.111;0.595;727.65;-0.0943;0.0211;-0.0044;-3.778;1.821
6218;6.217;-4.204;2.57;727.161;-0.1053;0.0731;-0.0001;-4.763;-2.992
6219;6.218;-5.496;-5.979;725.041;-0.104;-0.1199;0.0023;6.812;7.709
6220;6.219;-5.198;-1.335;733.431;-0.1133;-0.0388;-0.0014;-2.847;0.813
6221;6.22;-3.822;0.627;729.732;-0.08;0.0214;-0.0014;2.944;-12.427
6222;6.221;-1.061;-0.668;748.68;-0.02;-0.0118;-0.0008;-0.245;1.749
6223;6.222;-2.456;-4.564;744.563;-0.0525;-0.0902;-0.0006;4.965;2.651
6224;6.223;-2.555;-4.494;719.243;-0.0572;-0.0871;-0.0038;4.038;-0.003
6225;6.224;0.007;-7.864;739.181;0.0109;-0.1515;0.0086;6.909;-5.329
6226;6.225;-1.868;-5.013;737.521;-0.0328;-0.0988;0.0057;-2.15;-1.593
6227;6.226;5.554;1.246;740.203;0.1172;0.0331;-0.0095;14.31;1.755
6228;6.227;-3.502;-2.936;738.972;-0.0744;-0.0621;-0.0041;-2.461;4.345
6229;6.228;2.499;-0.468;742.649;0.0638;0.0029;0.0038;-4.758;3.521
6230;6.229;-3.698;-2.308;739.908;-0.0641;-0.0707;-0.0034;4.021;-7.832
6231;6.23;-2.04;-3.849;736.649;-0.0472;-0.0774;-0.0083;-4.242;8.418
6232;6.231;-2.116;-5.978;746.91;-0.03;-0.0974;-0.0035;-5.927;-7.565
6233;6.232;1.015;-4.737;745.596;0.0083;-0.0882;-0.0063;9.061;-1.659
6234;6.233;-3.092;-0.349;730.42;-0.0416;0.0052;0.0075;0.215;10.314
6235;6.234;1.372;-6.041;739.724;0.0275;-0.1234;0.0185;2.755;-1.035
6236;6.235;-4.15;-1.878;740.896;-0.0947;-0.0465;-0.0106;0.818;3.406
6237;6.236;-4.611;-3.169;742.481;-0.0745;-0.0466;0.0053;8.266;5.125
6238;6.237;-7.472;-3.447;731.685;-0.1737;-0.0588;-0.0006;-7.765;-1.582
6239;6.238;-1.594;-2.916;736.052;-0.0319;-0.0618;0.003;2.76;3.845
6240;6.239;2.167;-1.792;731.611;0.0525;-0.0459;-0.0098;0.787;-5.105
6241;6.24;-2.007;-3.604;737.387;-0.0586;-0.0866;0.0082;0.106;-2.791
6242;6.241;-0.997;-5.425;747.499;-0.0186;-0.102;0.0048;1.908;0.714
6243;6.242;-0.168;-4.892;743.031;0.0001;-0.0952;-0.0007;8.587;-1.489
6244;6.243;-1.44;-6.006;734.294;-0.0253;-0.1111;0.0022;-0.453;-6.149
6245;6.244;-2.193;-5.51;753.193;-0.0375;-0.1041;0.0003;4.691;-1.651
6246;6.245;0.948;-9.773;753.578;0.0172;-0.1902;-0.0015;0.519;2.716
6247;6.246;0.029;-3.475;741.455;-0.0075;-0.0872;0.0003;-3.505;4.002
6248;6.247;-1.518;-4.951;739.364;-0.0226;-0.0983;0.0004;1.55;-5.104
6249;6.248;-0.958;-3.256;749.553;-0.0267;-0.0592;0.009;-3.547;5.414
6250;6.249;-4.566;-6.715;760.788;-0.0801;-0.1407;-0.008;0.514;4.261
6251;6.25;-0.283;-1.09;740.633;-0.0022;-0.0205;0.0001;8.875;-2.7
6252;6.251;-2.505;-6.804;750.285;-0.0448;-0.1393;0.0019;2.362;4.809
6253;6.252;3.09;-1.556;751.835;0.0766;-0.0443;0.0006;6.114;-10.497
6254;6.253;-2.516;-2.728;752.058;-0.0663;-0.0556;-0.0063;-5.221;-1.479
6255;6.254;1.176;-6.05;743.93;0.0318;-0.1175;-0.0057;4.263;7.72
6256;6.255;-1.274;-4.11;768.123;-0.0161;-0.0696;0.004;4.005;0.751
6257;6.256;5.17;-6.555;743.639;0.0969;-0.118;-0.0019;-6.639;-3.653
6258;6.257;1.611;-2.66;765.071;0.0312;-0.066;-0.0014;-2.929;-2.898
6259;6.258;1.56;-8.153;754.754;0.0347;-0.1523;-0.0046;2.01;6.699
6260;6.259;0.63;-4.706;753.519;0.0153;-0.0901;-0.0011;9.253;-3.45
6261;6.26;0.625;-2.687;748.237;0.0156;-0.0699;-0.0;12.874;6.457
6262;6.261;5.673;-3.167;744.573;0.1165;-0.0657;-0.0024;6.506;-2.888
6263;6.262;4.28;-4.206;752.194;0.0899;-0.078;0.0036;-6.276;-6.53
6264;6.263;3.719;-5.916;775.903;0.079;-0.1105;0.004;8.411;-6.108
6265;6.264;4.683;-2.757;766.875;0.0787;-0.0508;-0.0033;-3.946;-2.018
6266;6.265;2.063;-3.231;760.144;0.0508;-0.0723;0.0071;0.198;2.554
6267;6.266;2.883;-0.259;752.518;0.0615;-0.0196;-0.0098;2.337;2.897
6268;6.267;4.624;-6.159;759.631;0.0697;-0.1207;0.0045;2.42;3.305
6269;6.268;-3.973;-2.384;758.037;-0.0667;-0.043;-0.003;-2.923;9.472
6270;6.269;5.393;-2.955;755.548;0.1085;-0.0489;0.0029;-2.634;-6.542
6271;6.27;6.762;-3.63;774.196;0.1294;-0.0802;0.0019;-1.426;-6.455
6272;6.271;1.38;-3.238;762.104;0.0172;-0.0696;-0.0016;-1.743;0.883
6273;6.272;7.946;-5.132;764.609;0.155;-0.1073;0.0001;8.157;2.301
6274;6.273;2.316;-5.753;764.72;0.0517;-0.1332;0.0042;-3.006;4.997
6275;6.274;4.949;-6.532;754.348;0.1029;-0.1112;-0.0062;2.55;-3.66
6276;6.275;2.031;-8.881;755.852;0.0446;-0.1781;-0.0118;4.586;2.557
6277;6.276;4.672;-4.613;765.125;0.0727;-0.1077;0.0059;2.648;1.975
6278;6.277;-1.967;-4.198;741.028;-0.0511;-0.0729;0.0015;-1.074;0.112
6279;6.278;-2.632;-8.069;768.587;-0.048;-0.1481;-0.0093;-3.565;7.144
6280;6.279;-4.491;-2.86;761.392;-0.0942;-0.0627;0.0057;2.055;2.458
6281;6.28;6.256;-10.626;770.074;0.1166;-0.2239;0.0113;-2.146;-1.936
6282;6.281;1.088;-8.125;754.225;0.0161;-0.1593;-0.0034;-2.584;1.493
6283;6.282;-2.608;-5.302;755.24;-0.0518;-0.1009;0.0091;-1.661;1.963
6284;6.283;2.065;-6.999;751.14;0.0434;-0.1592;0.003;-8.357;-1.287
6285;6.284;3.794;-7.468;756.64;0.066;-0.1551;0.0031;4.457;2.592
6286;6.285;2.995;-7.474;753.493;0.0596;-0.1577;0.0021;0.261;4.724
6287;6.286;-2.36;-5.408;770.44;-0.0417;-0.1041;-0.0095;5.753;1.163
6288;6.287;-3.116;-6.428;753.826;-0.0513;-0.1156;-0.0036;-1.153;4.737
6289;6.288;-6.682;-3.996;762.291;-0.1251;-0.0654;-0.0075;-0.09;3.642
6290;6.289;-1.631;-8.279;766.983;-0.0511;-0.1675;-0.0073;-2.867;-7.138
6291;6.29;-0.674;-6.061;751.075;-0.0243;-0.1204;0.0002;5.367;3.235
6292;6.291;1.822;-7.626;757.576;0.0579;-0.1515;0.0002;-1.197;-0.59
6293;6.292;2.328;-5.037;750.093;0.0332;-0.0977;0.0075;-11.344;-5.377
6294;6.293;5.689;-9.108;754.411;0.1087;-0.1726;-0.0054;9.548;-3.004
6295;6.294;1.138;-6.657;750.357;0.0265;-0.1288;-0.0033;7.546;-0.938
6296;6.295;2.62;-4.852;749.584;0.0582;-0.1029;-0.0071;4.625;0.534
6297;6.296;3.967;-4.37;738.807;0.0794;-0.0879;0.0005;-1.53;0.758
6298;6.297;-0.193;-7.985;751.454;-0.0102;-0.1637;0.0041;-2.881;-10.866
6299;6.298;1.628;-5.483;732.539;0.0405;-0.1114;0.0095;-6.335;-3.725
6300;6.299;2.835;-5.791;736.338;0.0542;-0.1169;0.0036;7.585;1.359
6301;6.3;3.591;-8.315;736.81;0.0703;-0.1479;-0.0037;-1.542;-1.877
6302;6.301;3.876;-5.355;741.829;0.0799;-0.1192;0.0007;2.548;-2.447
6303;6.302;1.596;-5.843;749.11;0.0287;-0.1301;0.0034;2.398;-0.045
6304;6.303;0.198;-7.161;746.032;-0.0013;-0.1294;-0.0042;3.803;0.748
6305;6.304;4.356;-5.698;737.456;0.0847;-0.1144;0.0022;-1.624;4.35
6306;6.305;5.763;-9.272;737.024;0.1011;-0.1954;0.0004;5.937;3.592
6307;6.306;6.012;-5.701;725.838;0.1204;-0.1216;0.0025;-3.584;-4.838
6308;6.307;2.206;-8.52;738.167;0.0458;-0.1735;0.0048;0.169;-8.147
6309;6.308;5.318;-5.144;733.338;0.1153;-0.1008;0.0029;4.806;-6.572
6310;6.309;3.211;-6.898;734.892;0.0583;-0.1312;0.0009;-3.238;4.098
6311;6.31;2.89;-6.542;741.354;0.0568;-0.1444;-0.0005;-3.528;2.734
6312;6.311;3.302;-5.142;730.836;0.0524;-0.0914;-0.0035;-2.071;-1.96
6313;6.312;-0.775;-3.16;707.544;-0.012;-0.0449;-0.0019;-6.92;-8.876
6314;6.313;1.397;-4.384;733.985;0.0284;-0.0752;-0.0034;7.743;0.282
6315;6.314;5.344;-8.133;726.725;0.0991;-0.1387;-0.0008;4.196;0.393
6316;6.315;10.224;-8.915;733.772;0.2065;-0.174;-0.0029;-2.227;1.645
6317;6.316;1.827;-4.732;711.691;0.0458;-0.0986;-0.0001;6.85;-0.821
6318;6.317;8.221;-6.948;719.571;0.1544;-0.1405;-0.0023;-0.211;-4.665
6319;6.318;7.119;-4.611;721.817;0.143;-0.0908;-0.0064;-6.773;-7.871
6320;6.319;4.828;-10.337;723.303;0.0719;-0.218;-0.0015;9.726;2.613
6321;6.32;4.68;-7.256;726.807;0.0931;-0.1289;-0.0051;3.257;-2.182
6322;6.321;2.436;-7.232;696.198;0.042;-0.1421;0.0118;1.824;-0.868
6323;6.322;2.138;-6.698;725.88;0.0469;-0.1333;0.0007;-3.27;-0.724
6324;6.323;3.5;-12.458;713.823;0.071;-0.2632;0.0068;4.427;4.424
6325;6.324;3.359;-8.091;725.27;0.0713;-0.1671;-0.0068;1.125;1.186
6326;6.325;2.107;-7.69;718.562;0.0379;-0.1602;-0.0012;6.691;2.042
6327;6.326;6.177;-7.196;705.92;0.1183;-0.1533;0.0074;-1.42;-7.719
6328;6.327;4.67;-9.141;717.09;0.0791;-0.1968;0.0038;4.091;2.196
6329;6.328;6.203;-10.494;699.751;0.1252;-0.1929;-0.0059;5.45;-5.592
6330;6.329;4.495;-5.116;707.305;0.0958;-0.1123;-0.0062;0.685;0.575
6331;6.33;2.703;-9.34;702.634;0.059;-0.1748;0.0004;7.226;2.3
6332;6.331;5.66;-9.614;708.743;0.1126;-0.2002;0.0024;2.59;-3.626
6333;6.332;7.203;-11.025;698.094;0.1385;-0.2266;0.0014;7.065;0.221
6334;6.333;6.668;-6.532;702.597;0.1219;-0.1407;0.0005;-14.891;7.36
6335;6.334;4.933;-8.82;696.627;0.104;-0.1748;-0.0013;-0.614;2.815
6336;6.335;-0.061;-8.511;700.583;-0.0055;-0.1811;0.0087;2.289;6.747
6337;6.336;4.168;-7.572;710.757;0.0817;-0.1406;0.0017;-6.057;3.643
6338;6.337;1.976;-8.848;702.483;0.0333;-0.1647;0.0077;1.567;-0.239
6339;6.338;1.642;-9.676;713.097;0.0255;-0.1914;0.0007;-10.222;3.379
6340;6.339;6.949;-10.834;703.936;0.1453;-0.2137;0.0025;2.979;-6.072
6341;6.34;3.788;-9.532;686.539;0.0744;-0.1779;0.0065;9.043;-1.296
6342;6.341;4.691;-7.232;702.535;0.0888;-0.1338;-0.0003;-4.1;5.38
6343;6.342;3.175;-11.37;699.496;0.0705;-0.2389;0.0006;-3.664;3.109
6344;6.343;7.415;-8.295;692.135;0.1392;-0.1574;-0.0072;2.495;-4.448
6345;6.344;6.075;-5.112;697.265;0.1276;-0.0969;0.0018;2.095;-3.108
6346;6.345;7.878;-6.657;684.552;0.1569;-0.132;-0.0082;-1.121;-0.756
6347;6.346;8.756;-9.291;688.588;0.1595;-0.2045;-0.008;-3.249;-1.891
6348;6.347;3.437;-12.057;698.835;0.0837;-0.2385;0.0001;5.739;-0.437
6349;6.348;11.816;-8.577;693.071;0.2233;-0.1701;-0.0039;1.291;5.169
6350;6.349;5.604;-7.279;698.011;0.1192;-0.1499;-0.0128;-4.07;4.315
6351;6.35;6.915;-8.177;706.741;0.1531;-0.1641;0.0022;5.421;2.138
6352;6.351;4.179;-7.64;694.1;0.0798;-0.1532;-0.0008;-2.774;-8.064
6353;6.352;11.113;-6.899;694.465;0.2092;-0.1341;0.001;0.974;1.325
6354;6.353;8.757;-11.691;690.31;0.1853;-0.2545;-0.0026;-9.855;5.174
6355;6.354;4.841;-7.502;700.604;0.1073;-0.144;-0.0025;-1.314;-1.935
6356;6.355;7.139;-7.238;677.136;0.1457;-0.1523;0.0028;1.021;3.548
6357;6.356;3.586;-12.086;681.627;0.0745;-0.2167;-0.0075;-7.228;1.989
6358;6.357;11.444;-6.456;692.595;0.2406;-0.1201;0.0094;0.576;-8.919
6359;6.358;9.315;-9.771;702.43;0.1815;-0.1971;0.0034;6.21;5.588
6360;6.359;8.089;-11.53;693.073;0.1649;-0.2292;0.0029;-3.256;-3.144
6361;6.36;8.51;-12.544;691.126;0.1601;-0.2452;-0.0019;-8.789;1.387
6362;6.361;6.569;-8.497;691.482;0.1513;-0.1678;-0.0092;-0.912;5.151
6363;6.362;6.752;-5.82;697.287;0.1386;-0.1196;0.0018;-1.157;0.513
6364;6.363;11.616;-4.877;710.104;0.2288;-0.1077;-0.005;-5.493;0.62
6365;6.364;7.045;-10.571;696.891;0.139;-0.22;-0.0028;7.725;0.448
6366;6.365;6.401;-10.23;700.633;0.1301;-0.1949;-0.0084;4.713;-7.852
6367;6.366;0.996;-12.755;689.91;0.0186;-0.2494;-0.0029;1.152;-10.536
6368;6.367;9.641;-14.835;703.242;0.2006;-0.2838;-0.0103;7.034;2.399
6369;6.368;10.708;-7.811;685.743;0.223;-0.1492;-0.0048;-0.059;2.121
6370;6.369;10.452;-7.458;703.944;0.2095;-0.1582;0.0073;7.504;2.873
6371;6.37;10.355;-8.363;697.741;0.2025;-0.184;0.0054;7.83;-6.008
6372;6.371;6.918;-6.195;704.54;0.156;-0.128;-0.0063;2.279;2.381
6373;6.372;6.585;-10.918;707.552;0.1382;-0.2222;0.0059;-0.342;-7.704
6374;6.373;4.602;-9.308;688.701;0.0955;-0.1802;-0.0085;1.995;-0.563
6375;6.374;13.012;-8.072;714.889;0.28;-0.1637;0.004;-7.237;-3.759
6376;6.375;9.744;-7.213;702.81;0.172;-0.1315;0.0044;-1.052;1.762
6377;6.376;9.937;-7.015;694.006;0.1887;-0.1376;-0.0027;3.125;-2.0
6378;6.377;5.603;-11.714;711.155;0.1155;-0.233;0.0035;-5.814;-2.904
6379;6.378;7.216;-10.216;694.928;0.1388;-0.1965;0.0032;-5.532;-3.68
6380;6.379;6.677;-7.294;714.699;0.138;-0.1423;0.0128;6.528;10.302
6381;6.38;5.477;-10.488;707.802;0.1222;-0.1946;0.0054;3.138;10.233
6382;6.381;6.604;-11.018;707.534;0.1344;-0.2151;0.0049;-8.792;3.369
6383;6.382;4.496;-11.536;715.928;0.0966;-0.2123;0.0046;-6.093;1.44
6384;6.383;7.951;-12.858;720.981;0.1524;-0.2504;0.0054;-3.943;1.909
6385;6.384;5.006;-8.978;695.569;0.0954;-0.1848;-0.0072;-4.348;0.574
6386;6.385;6.617;-13.613;727.978;0.1323;-0.2593;-0.0013;4.59;7.579
6387;6.386;6.056;-11.488;700.467;0.1243;-0.2291;-0.0018;6.008;1.492
6388;6.387;7.521;-12.495;701.557;0.1504;-0.2672;-0.0029;2.059;-2.351
6389;6.388;7.599;-7.832;699.847;0.1382;-0.1617;0.0001;2.671;4.139
6390;6.389;5.627;-11.424;703.182;0.1142;-0.2342;-0.0002;-4.125;-5.069
6391;6.39;6.418;-7.94;710.183;0.131;-0.1512;0.0053;-0.779;4.316
6392;6.391;8.307;-9.752;710.391;0.1701;-0.1968;-0.0044;-1.209;-2.675
6393;6.392;9.722;-7.823;709.686;0.1875;-0.1536;-0.0047;-5.221;-2.661
6394;6.393;11.377;-10.188;707.137;0.2308;-0.1985;0.0015;-1.131;7.662
6395;6.394;6.651;-7.378;717.223;0.1247;-0.1385;-0.0007;-4.505;-2.491
6396;6.395;7.335;-6.881;721.984;0.1568;-0.12;-0.001;-6.875;0.489
6397;6.396;7.227;-10.388;719.354;0.1391;-0.2211;0.0094;-0.609;0.967
6398;6.397;9.397;-4.594;718.19;0.1806;-0.099;-0.0035;-12.245;-2.796
6399;6.398;12.121;-9.196;714.675;0.2606;-0.188;0.0014;0.12;5.319
6400;6.399;6.712;-7.24;721.545;0.1454;-0.1322;-0.0044;-0.573;-0.444
6401;6.4;14.434;-7.872;727.375;0.2778;-0.1592;0.0015;-0.932;7.23
6402;6.401;8.932;-7.42;704.205;0.1749;-0.1557;-0.0066;7.629;2.873
6403;6.402;12.593;-10.892;713.038;0.2519;-0.2035;-0.0033;0.711;1.799
6404;6.403;9.125;-11.546;711.441;0.1947;-0.2425;0.0036;3.034;-9.717
6405;6.404;6.814;-10.18;715.993;0.1411;-0.194;-0.0027;-2.803;-2.905
6406;6.405;11.129;-7.516;703.825;0.2081;-0.1506;-0.0062;1.113;5.171
6407;6.406;8.92;-13.232;714.601;0.1869;-0.2657;0.0015;-5.635;-1.976
6408;6.407;4.218;-10.52;708.16;0.0763;-0.1945;0.0093;-2.23;0.376
6409;6.408;10.322;-11.929;721.558;0.2071;-0.2463;0.004;-1.74;3.187
6410;6.409;4.121;-9.175;718.555;0.0694;-0.1791;0.0053;4.831;-1.112
6411;6.41;7.031;-9.667;700.65;0.1385;-0.1816;0.0006;2.018;-4.681
6412;6.411;7.821;-10.688;704.319;0.1721;-0.2072;0.01;-1.109;-2.946
6413;6.412;12.476;-8.859;735.142;0.2601;-0.1884;-0.0097;-2.852;-2.413
6414;6.413;7.791;-7.877;710.948;0.1584;-0.1696;0.0082;-2.276;2.938
6415;6.414;10.265;-9.517;706.939;0.2075;-0.176;0.0025;-0.69;1.547
6416;6.415;6.646;-7.385;705.732;0.1396;-0.1378;0.0037;1.271;0.027
6417;6.416;11.428;-12.871;720.905;0.2532;-0.2671;0.0015;1.282;-7.658
6418;6.417;10.268;-9.021;717.262;0.2071;-0.1768;-0.0068;0.07;-6.208
6419;6.418;12.116;-6.747;706.732;0.253;-0.1265;0.0008;3.547;10.789
6420;6.419;10.0;-9.582;716.466;0.2008;-0.1921;-0.0075;3.834;1.056
6421;6.42;6.39;-12.508;696.939;0.1209;-0.2581;0.0032;-10.082;-6.092
6422;6.421;7.091;-8.846;706.694;0.1327;-0.1712;-0.0008;-3.358;-7.095
6423;6.422;13.378;-8.539;692.952;0.2716;-0.1993;-0.0035;2.718;4.263
6424;6.423;10.495;-9.58;712.286;0.2083;-0.1921;0.0;-1.921;-3.484
6425;6.424;8.501;-8.17;705.821;0.1818;-0.1614;0.0049;-2.408;3.273
6426;6.425;10.688;-12.483;682.446;0.2105;-0.2502;-0.0127;3.639;1.057
6427;6.426;7.927;-6.569;701.778;0.1605;-0.1442;0.0016;-4.756;6.315
6428;6.427;5.562;-8.382;706.147;0.1307;-0.1756;-0.0027;0.184;-7.734
6429;6.428;8.737;-6.73;705.447;0.1784;-0.1375;-0.0042;-0.331;-3.245
6430;6.429;5.513;-9.821;697.114;0.0957;-0.1943;0.004;3.671;1.0
6431;6.43;7.372;-5.961;700.943;0.1406;-0.1076;-0.0043;6.283;6.965
6432;6.431;13.915;-10.291;712.928;0.2744;-0.196;-0.0019;-2.737;8.865
6433;6.432;5.485;-11.354;697.058;0.1164;-0.2224;-0.001;4.068;3.045
6434;6.433;12.3;-4.829;698.142;0.2525;-0.1029;-0.0134;-3.543;-0.303
6435;6.434;6.438;-9.333;691.014;0.1172;-0.1832;-0.0018;1.959;-8.429
6436;6.435;10.582;-6.884;703.539;0.2184;-0.1392;0.0027;-10.96;5.752
6437;6.436;8.98;-9.76;690.304;0.1977;-0.1916;-0.0;1.297;-1.03
6438;6.437;9.626;-9.496;667.551;0.1871;-0.2002;0.0007;1.035;4.841
6439;6.438;7.483;-2.325;686.557;0.1451;-0.0347;0.0032;-3.696;-3.643
6440;6.439;12.015;-10.612;694.799;0.2455;-0.2201;-0.0024;1.752;-2.409
6441;6.44;9.434;-9.346;686.863;0.1953;-0.2061;-0.0035;4.968;2.469
6442;6.441;7.78;-7.838;677.192;0.1578;-0.1435;-0.0068;7.201;4.48
6443;6.442;9.286;-7.322;681.381;0.1836;-0.1487;0.0057;-0.033;-2.656
6444;6.443;7.783;-13.864;676.573;0.142;-0.28;0.0025;4.567;7.259
6445;6.444;12.393;-9.38;679.575;0.246;-0.1999;-0.0005;1.546;-9.934
6446;6.445;10.989;-8.605;665.921;0.2163;-0.1675;-0.0011;-0.921;-5.557
6447;6.446;9.791;-5.825;678.508;0.2108;-0.1174;0.0011;3.826;6.847
6448;6.447;9.393;-9.815;683.423;0.1684;-0.1936;0.0001;2.066;1.391
6449;6.448;13.34;-5.765;676.837;0.2632;-0.106;0.0045;-0.876;2.237
6450;6.449;11.461;-11.01;658.022;0.2343;-0.2132;0.0001;-4.092;0.935
6451;6.45;8.379;-7.922;659.922;0.1636;-0.1643;-0.0079;3.116;-10.835
6452;6.451;13.496;-9.316;666.467;0.2588;-0.1936;-0.0032;0.601;3.946
6453;6.452;11.42;-9.038;676.304;0.2147;-0.1801;0.006;-0.572;-1.06
6454;6.453;9.951;-8.286;664.407;0.2027;-0.19;-0.0084;-3.453;2.464
6455;6.454;8.256;-8.129;663.404;0.1785;-0.17;-0.0032;0.482;-2.882
6456;6.455;13.324;-7.439;675.793;0.2941;-0.1532;-0.0038;3.421;2.02
6457;6.456;11.512;-8.483;661.984;0.2269;-0.1927;0.0016;4.914;-0.817
6458;6.457;8.8;-9.952;661.343;0.165;-0.1875;-0.0042;-10.457;8.165
6459;6.458;10.669;-10.06;666.384;0.2149;-0.2065;0.0131;-3.646;8.213
6460;6.459;10.803;-5.329;660.508;0.2261;-0.113;-0.0016;3.893;-1.239
6461;6.46;7.714;-5.45;677.345;0.1623;-0.0919;0.0083;-2.933;6.936
6462;6.461;13.275;-12.971;668.938;0.262;-0.2545;0.0063;1.576;2.791
6463;6.462;13.489;-9.255;664.127;0.2874;-0.1854;0.0039;1.05;4.517
